Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,EOMES,POLR2A,SOX2,DLX6,SATB2,BCL11B,CPLX3,HS3ST4,CRYM,EXOC6,FOXN2,SOSTDC1,SERPINI1,SPLIT3,ZFPL1,NGEF,PALMD,TUBA4A,NR2F1,NEFL,NR4A2,CBLN2,MEF2E,PPP1R1B,RUNX1T1,LPL,GABRA5
12700,1842,57932,435.6,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
12701,1072,59574,426.4,0,11,2,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,0,0,6,0,0,0,0
12702,2928,56350,396.8,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12703,1879,56663,402.4,0,6,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0
12704,4147,58969,401.8,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0
12705,1442,59021,450.4,0,0,4,0,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0
12706,1761,59639,434.4,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0
12707,4064,58407,380.2,0,7,1,0,37,4,0,1,1,1,0,0,0,0,1,0,1,0,1,14,0,0,5,0,0,0,0
12708,4614,57697,482.8,0,3,0,0,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0
12709,5049,56401,488.7,0,4,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,0,1,10,0,0,8,0,0,0,0
12710,4111,59255,427.0,0,2,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,4,0,0,0,0
12711,3260,57352,425.3,0,7,2,0,35,1,0,1,0,0,0,0,0,0,1,0,1,0,1,7,0,0,5,0,0,0,0
12712,3035,57394,448.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12713,3899,60010,561.0,0,4,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0
12714,3271,54827,394.4,0,3,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0
12715,2010,59249,462.3,0,3,0,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,1,0
12716,4176,57594,419.6,0,4,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
12717,3398,60044,327.7,0,5,0,0,36,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,0,10,0,0,1,0
12718,1636,54791,517.1,0,2,1,0,28,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0
12719,1728,55687,427.6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12720,4987,55769,442.4,0,3,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12721,2663,57851,441.3,0,5,0,0,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,7,0,0,1,0
12722,1725,57732,494.3,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
12723,762,58565,428.8,0,5,2,0,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0
12724,4685,59605,409.3,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12725,710,57883,440.1,0,1,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12726,1071,56031,441.3,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
12727,823,57237,366.5,0,10,0,0,57,3,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,5,1,0,0,0
12728,955,59544,304.9,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
12729,5056,58250,387.6,0,6,11,0,47,0,0,1,0,1,1,0,0,0,0,0,2,0,0,8,0,0,9,0,0,0,0
12730,720,59538,395.6,0,0,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
12731,2495,57355,435.6,0,5,0,0,48,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,13,1,0,0,0
12732,4287,57332,388.8,0,4,1,0,14,2,0,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,1,0,0,0,0
12733,536,57804,417.8,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
12734,3499,55426,449.8,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12735,170,59123,448.1,0,2,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0
12736,2958,55815,458.4,0,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
12737,582,55073,449.3,0,7,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,7,0,0,1,0
12738,203,59467,476.6,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12739,3863,59224,421.9,0,8,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0
12740,4527,57220,479.5,0,4,1,0,9,3,0,0,1,1,0,0,2,0,0,0,0,0,2,9,0,0,6,0,0,0,0
12741,736,58962,448.1,0,4,0,0,57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,5,1,0,1,0
12742,476,55670,442.4,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12743,1454,58713,472.7,0,5,0,0,35,0,0,0,0,0,0,0,1,0,0,0,4,0,0,7,0,0,4,0,0,1,0
12744,714,59176,481.8,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12745,1476,55331,356.2,2,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12746,626,57784,427.0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12747,3970,54904,434.4,0,2,0,0,34,4,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,0,0
12748,3212,56394,449.8,2,1,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
12749,5069,59290,440.7,0,5,0,0,43,2,0,2,1,0,0,0,0,0,1,0,0,0,1,6,0,0,6,0,0,0,0
12750,1396,58242,448.7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
12751,2886,56817,404.2,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0
12752,3852,55447,433.8,0,2,0,0,24,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0
12753,2852,55179,488.1,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0
12754,4642,59312,357.4,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12755,442,59494,364.8,0,4,0,0,39,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,1,4,0,0,0,0
12756,729,56265,443.0,0,2,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0
12757,3557,59201,396.2,0,4,1,0,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,7,0,0,0,0
12758,1039,59688,419.6,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12759,5368,57326,433.3,0,4,0,0,28,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0
12760,2467,59103,403.6,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0
12761,3733,54750,379.6,0,7,0,0,33,1,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,7,0,0,0,0
12762,4805,54759,464.7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12763,4009,55695,380.8,0,2,0,0,29,4,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,4,0,0,0,0
12764,1520,57892,417.3,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
12765,3546,58883,425.3,0,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0
12766,3601,58792,449.8,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
12767,3056,58398,418.4,0,5,0,0,36,6,0,0,1,1,2,0,1,0,0,0,6,0,0,15,0,0,3,0,0,0,0
12768,3346,56408,549.7,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12769,5391,57836,449.3,0,5,0,0,32,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,7,0,0,0,0
12770,5103,58497,412.2,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0
12771,952,56596,488.7,0,6,1,0,49,0,0,0,1,1,0,1,1,0,0,1,1,0,3,10,0,1,8,0,1,1,0
12772,4954,59264,419.6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
12773,3358,57765,449.8,0,4,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,7,0,0,0,0
12774,423,57384,459.0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,2,0,0,0,0
12775,4563,57842,550.9,0,3,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
12776,5344,56201,458.4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12777,3199,57724,396.2,0,11,0,0,59,5,1,3,3,2,1,1,1,1,0,0,4,1,1,27,0,0,12,1,0,0,0
12778,103,56045,432.1,0,4,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12779,5393,54815,448.7,0,6,0,0,30,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9,0,0,3,0,0,1,0
12780,1081,56393,465.3,0,0,0,0,11,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12781,4491,57403,441.3,0,8,0,0,27,6,0,2,1,1,0,0,1,0,0,0,1,0,1,15,0,0,8,0,0,0,0
12782,5049,56206,395.6,0,4,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,0,0,0
12783,4652,59512,325.9,0,4,1,0,35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,1,0
12784,2420,58221,433.3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0
12785,5229,57275,442.4,0,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,10,1,0,0,0
12786,3337,58219,449.3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
12787,3925,59814,432.7,0,8,0,0,52,0,0,1,0,0,0,1,1,0,0,11,1,0,0,5,0,0,6,1,0,0,0
12788,4926,56966,460.2,0,4,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12789,1359,55302,451.0,0,7,0,0,18,3,1,2,1,0,0,0,0,0,0,1,0,0,1,10,0,0,2,0,0,0,0
12790,5316,56942,499.6,0,2,0,0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,1,7,0,0,2,0,0,0,0
12791,3413,58918,373.9,0,4,2,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,0,4,0,0,0,0
12792,2756,54996,404.8,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
12793,2084,59343,424.7,0,6,0,0,52,1,1,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,2,0,0,1,0
12794,1751,54914,456.1,0,2,0,0,20,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0
12795,5218,59036,456.7,0,5,1,0,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0
12796,932,55948,478.9,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12797,3111,57234,463.5,2,4,1,0,23,8,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,2,0,0,0,0
12798,867,58659,450.4,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12799,1155,56789,496.7,0,5,1,0,47,3,4,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,6,0,0,0,0
12800,4125,57335,448.1,0,2,0,0,23,11,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0
12801,5419,58856,404.2,0,3,0,0,24,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,0,0,3,0,0,1,0
12802,3360,58319,380.2,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0
12803,4525,55602,451.6,0,6,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0
12804,1715,58359,441.8,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
12805,4650,56455,372.2,0,3,1,0,30,6,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,3,0,0,0,0
12806,584,56154,457.8,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
12807,4215,58201,457.8,0,6,0,0,36,3,0,1,0,0,0,1,0,0,0,0,1,0,1,7,0,0,4,0,0,1,0
12808,3176,54894,426.4,0,4,0,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
12809,2486,57229,387.0,0,4,0,0,54,2,0,2,2,0,0,1,0,0,0,0,2,0,0,10,0,0,6,0,0,1,0
12810,2871,60036,409.3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
12811,1600,55718,437.4,0,6,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
12812,1134,59079,438.9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0
12813,984,56710,510.3,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,0,1,0
12814,189,58239,486.9,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
12815,1121,57346,457.3,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12816,4452,55200,470.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12817,104,55805,532.6,0,3,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
12818,1425,57032,532.0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0
12819,4527,54863,396.2,0,3,0,0,37,2,0,2,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0
12820,2761,56277,366.5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
12821,2671,55203,412.2,0,4,7,0,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
12822,3451,57407,487.5,0,1,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
12823,1099,54866,522.2,0,4,1,0,31,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,5,0,0,0,0
12824,395,59720,573.7,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12825,1310,59437,434.4,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0
12826,4960,57111,455.5,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,3,0,0,0,0
12827,2985,58770,397.9,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
12828,1860,54722,492.6,0,5,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0
12829,1578,55136,448.7,0,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0
12830,4877,54845,480.1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,5,0,0,0,0
12831,4333,58500,486.3,0,2,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0
12832,797,58224,426.4,0,5,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0
12833,3250,56500,420.2,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0
12834,3680,57768,463.5,0,3,1,0,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0
12835,3224,55301,506.4,0,6,0,0,47,0,0,2,0,0,1,0,1,0,0,0,0,0,1,14,0,0,13,0,0,0,0
12836,4536,57953,464.7,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,3,0,0,0,0
12837,3788,56241,418.4,0,8,0,0,19,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,2,0,0,0,0
12838,4763,57339,317.9,0,1,0,0,13,10,0,2,0,0,0,0,0,0,2,0,4,0,0,9,0,0,9,0,0,0,0
12839,4367,54758,508.0,0,7,0,0,53,3,0,1,0,0,1,0,0,0,0,0,2,0,1,7,0,0,4,0,0,1,0
12840,3566,56107,454.9,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0
12841,3530,57714,420.8,0,4,1,0,23,0,0,2,0,1,0,0,0,0,0,2,0,0,3,11,1,0,15,0,0,3,1
12842,1545,56385,525.1,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
12843,1936,57607,451.0,0,5,0,0,34,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0
12844,442,57881,411.6,0,5,0,0,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0
12845,175,59235,441.8,0,2,0,0,46,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,5,0,0,0,0
12846,807,56466,494.3,0,11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,0,0,0,0
12847,939,55781,468.0,0,1,0,0,18,2,0,2,3,0,0,0,1,0,0,0,3,0,0,3,0,0,4,0,0,0,0
12848,476,58514,463.5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12849,3078,57558,370.4,0,7,0,0,25,1,0,0,0,0,0,0,1,0,0,0,1,0,2,18,0,1,4,0,0,0,0
12850,1016,57269,409.3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
12851,1873,58232,442.4,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0
12852,2012,57325,434.4,0,3,0,0,16,2,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,0,4,0,0,0,0
12853,813,57404,480.7,0,8,0,0,49,2,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,8,0,0,0,0
12854,5065,54879,476.6,0,2,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
12855,266,59832,434.4,0,3,0,0,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0
12856,2130,57234,411.0,0,3,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0
12857,5410,59811,388.2,0,8,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0
12858,4503,55768,447.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
12859,1584,54970,481.3,0,0,0,0,27,1,0,0,0,0,1,0,1,0,0,0,1,0,0,6,0,0,3,0,0,1,0
12860,1812,55129,407.5,0,2,1,0,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,3,0,0,0,0
12861,2427,55627,434.4,0,5,0,0,52,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,4,1,0,0,0
12862,548,57997,356.8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12863,5323,56487,505.8,0,5,0,0,24,4,0,1,1,1,0,1,1,0,0,0,0,0,1,4,0,0,3,0,0,0,0
12864,4098,58720,436.2,0,0,0,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0
12865,2763,59326,356.8,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0
12866,4195,55086,432.1,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,2,0,1,5,0,0,4,0,0,0,0
12867,3643,56410,458.4,0,6,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,7,0,0,0,0
12868,1627,55054,409.8,0,3,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
12869,1182,57911,448.7,0,2,0,0,31,1,0,0,0,0,1,0,0,0,0,3,1,0,0,5,0,1,6,1,0,0,0
12870,3245,58344,435.6,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12871,5389,56597,542.3,0,3,0,0,23,5,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0
12872,1067,56946,538.8,0,1,1,0,45,2,0,0,1,1,0,0,1,0,0,0,2,0,2,17,0,0,6,0,0,0,0
12873,382,54803,424.1,0,3,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0
12874,4687,54884,542.3,0,1,0,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
12875,4271,56011,433.8,0,4,0,0,12,4,1,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,3,0,0,1,0
12876,3133,57373,441.8,3,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,1,0
12877,1389,59315,388.8,0,6,0,0,35,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,3,0
12878,3537,55071,453.7,0,3,1,0,15,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1
12879,5087,55694,486.3,0,6,0,0,63,1,0,1,0,1,1,0,0,0,0,1,3,0,0,25,0,0,11,0,0,0,0
12880,5186,58215,404.2,0,2,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0
12881,4323,58253,441.8,0,7,4,0,44,1,0,1,2,0,0,0,0,0,1,0,2,0,0,8,0,0,3,0,0,2,0
12882,3444,59201,405.4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0
12883,699,58367,443.0,0,10,0,0,58,0,0,0,0,2,0,0,0,0,1,0,2,0,0,14,0,0,6,0,0,0,0
12884,4872,59560,450.4,0,4,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,1,0,0,0
12885,4843,55021,456.1,0,2,0,0,29,1,0,1,0,2,1,0,0,0,0,0,1,0,0,14,0,0,5,0,0,0,0
12886,416,57700,435.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,4405,58959,409.3,0,3,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
12888,3331,54932,460.2,0,1,4,0,15,2,0,0,0,0,1,1,0,0,1,0,1,0,0,11,0,0,3,0,0,1,0
12889,3407,55468,431.5,0,5,0,0,31,2,1,0,1,1,1,1,0,0,0,0,4,0,0,14,0,0,6,1,0,0,0
12890,2138,56233,408.7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12891,3402,56971,402.4,0,6,0,0,35,6,0,0,0,0,0,0,1,0,0,0,3,0,2,15,0,0,9,1,0,0,0
12892,794,57942,393.8,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12893,2079,58394,406.5,0,6,0,0,23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,1,0,1,1
12894,1637,60027,397.4,0,0,1,0,12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,1,0
12895,3899,58299,433.3,1,5,1,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,4,0,0,0,0
12896,1602,58635,441.3,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,1192,58284,462.9,0,8,0,0,28,6,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,8,0,0,0,0
12898,2649,59862,367.1,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
12899,1562,57239,448.7,0,6,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0
12900,656,57158,478.9,0,3,0,0,30,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,3,0,0,0,0
12901,42,58477,365.9,0,6,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12902,2190,56704,404.8,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12903,1679,57994,463.5,0,5,0,0,43,2,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,5,0,0,0,0
12904,2732,57061,442.4,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
12905,3186,57082,503.5,0,9,0,0,55,6,0,0,0,1,0,0,1,0,0,0,0,0,0,21,0,0,8,0,0,2,0
